epoch,train_loss,val_loss,val_top1,val_top5
1,1.895513515965692,0.9397352621668861,0.7936508012196374,0.9841269841269841
2,0.6309154623952405,0.5343805939432175,0.8333333333333334,1.0
3,0.35700635628453614,0.4667340890755729,0.8809523809523809,0.9920634920634921
